Time	[EIP_STUDY]ARR_TIMER[0].PRE	[EIP_STUDY]ARR_TIMER[0].ACC	[EIP_STUDY]ARR_TIMER[0].DN	[EIP_STUDY]ARR_TIMER[0].EN	[EIP_STUDY]ARR_TIMER[1].PRE	[EIP_STUDY]ARR_TIMER[1].ACC	[EIP_STUDY]ARR_TIMER[1].DN	[EIP_STUDY]ARR_TIMER[1].EN	[EIP_STUDY]ARR_TIMER[1].ACC.0	[EIP_STUDY]ARR_TIMER[1].ACC.1	[EIP_STUDY]ARR_TIMER[1].ACC.2	[EIP_STUDY]ARR_TIMER[1].ACC.3
637176528713211942	500	36	0	1	1000	0	0	0	0	0	0	0
637176528723202513	500	500	1	1	1000	535	0	1	1	1	1	0
637176528733193085	500	500	1	1	1000	34	0	1	0	1	0	0
637176528743213658	500	36	0	1	1000	0	0	0	0	0	0	0
637176528753204229	500	500	1	1	1000	535	0	1	1	1	1	0
637176528763214802	500	500	1	1	1000	37	0	1	1	0	1	0
637176528773205373	500	36	0	1	1000	0	0	0	0	0	0	0
637176528783225947	500	500	1	1	1000	538	0	1	0	1	0	1
637176528793196517	500	500	1	1	1000	36	0	1	0	0	1	0
637176528803227091	500	40	0	1	1000	0	0	0	0	0	0	0
637176528813207661	500	500	1	1	1000	537	0	1	1	0	0	1
637176528823238235	500	500	1	1	1000	40	0	1	0	0	0	1
637176528833228807	500	39	0	1	1000	0	0	0	0	0	0	0
637176528843219378	500	500	1	1	1000	539	0	1	1	1	0	1
637176528853209949	500	500	1	1	1000	37	0	1	1	0	1	0
637176528863240523	500	40	0	1	1000	0	0	0	0	0	0	0
637176528873211093	500	500	1	1	1000	538	0	1	0	1	0	1
637176528883201665	500	500	1	1	1000	37	0	1	1	0	1	0
637176528893232239	500	40	0	1	1000	0	0	0	0	0	0	0
637176528903202809	500	500	1	1	1000	537	0	1	1	0	0	1
637176528913243383	500	500	1	1	1000	41	0	1	1	0	0	1
637176528923233955	500	40	0	1	1000	0	0	0	0	0	0	0
637176528933204525	500	500	1	1	1000	538	0	1	0	1	0	1
637176528943225098	500	500	1	1	1000	40	0	1	0	0	0	1
637176528953205669	500	38	0	1	1000	0	0	0	0	0	0	0
637176528963236243	500	500	1	1	1000	540	0	1	0	0	1	1
637176528973236815	500	500	1	1	1000	40	0	1	0	0	0	1
637176528983207385	500	37	0	1	1000	0	0	0	0	0	0	0
637176528993197956	500	500	1	1	1000	537	0	1	1	0	0	1
637176529003218529	500	500	1	1	1000	38	0	1	0	1	1	0
637176529013209101	500	37	0	1	1000	0	0	0	0	0	0	0
637176529023219673	500	500	1	1	1000	539	0	1	1	1	0	1
637176529033200244	500	500	1	1	1000	37	0	1	1	0	1	0
637176529043210817	500	40	0	1	1000	0	0	0	0	0	0	0
637176529053201388	500	500	1	1	1000	538	0	1	0	1	0	1
637176529063221961	500	500	1	1	1000	40	0	1	0	0	0	1
637176529073212533	500	38	0	1	1000	0	0	0	0	0	0	0
637176529083243107	500	500	1	1	1000	542	0	1	0	1	1	1
637176529093223677	500	500	1	1	1000	40	0	1	0	0	0	1
637176529103244251	500	43	0	1	1000	0	0	0	0	0	0	0
637176529113224821	500	500	1	1	1000	541	0	1	1	0	1	1
637176529123255395	500	500	1	1	1000	44	0	1	0	0	1	1
637176529133235966	500	42	0	1	1000	0	0	0	0	0	0	0
637176529143206536	500	500	1	1	1000	541	0	1	1	0	1	1
637176529153257111	500	500	1	1	1000	44	0	1	0	0	1	1
637176529163217681	500	41	0	1	1000	0	0	0	0	0	0	0
637176529173238254	500	500	1	1	1000	543	0	1	1	1	1	1
637176529183228825	500	500	1	1	1000	41	0	1	1	0	0	1
637176529193249399	500	44	0	1	1000	0	0	0	0	0	0	0
637176529203209968	500	500	1	1	1000	540	0	1	0	0	1	1
637176529213250543	500	500	1	1	1000	44	0	1	0	0	1	1
637176529223211112	500	42	0	1	1000	0	0	0	0	0	0	0
637176529233251687	500	500	1	1	1000	545	0	1	1	0	0	0
637176529243252259	500	500	1	1	1000	45	0	1	1	0	1	1
637176529253242830	500	44	0	1	1000	0	0	0	0	0	0	0
637176529263213400	500	500	1	1	1000	542	0	1	0	1	1	1
637176529273253975	500	500	1	1	1000	46	0	1	0	1	1	1
637176529283234545	500	43	0	1	1000	0	0	0	0	0	0	0
637176529293245118	500	500	1	1	1000	545	0	1	1	0	0	0
637176529303285692	500	500	1	1	1000	49	0	1	1	0	0	0
637176529313266263	500	47	0	1	1000	0	0	0	0	0	0	0
637176529323246834	500	500	1	1	1000	545	0	1	1	0	0	0
637176529333267407	500	500	1	1	1000	47	0	1	1	1	1	1
637176529343297981	500	50	0	1	1000	0	0	0	0	0	0	0
637176529353268551	500	500	1	1	1000	548	0	1	0	0	1	0
637176529363249122	500	500	1	1	1000	46	0	1	0	1	1	1
637176529373279696	500	49	0	1	1000	0	0	0	0	0	0	0
637176529383300269	500	500	1	1	1000	550	0	1	0	1	1	0
637176529393270839	500	500	1	1	1000	47	0	1	1	1	1	1
637176529403311413	500	51	0	1	1000	0	0	0	0	0	0	0
637176529413271983	500	500	1	1	1000	549	0	1	1	0	1	0
637176529423292556	500	500	1	1	1000	51	0	1	1	1	0	0
637176529433283128	500	48	0	1	1000	0	0	0	0	0	0	0
637176529443303701	500	500	1	1	1000	552	0	1	0	0	0	1
637176529453294272	500	500	1	1	1000	50	0	1	0	1	0	0
637176529463274843	500	48	0	1	1000	0	0	0	0	0	0	0
637176529473315417	500	500	1	1	1000	552	0	1	0	0	0	1
637176529483285988	500	500	1	1	1000	50	0	1	0	1	0	0
637176529493316561	500	53	0	1	1000	0	0	0	0	0	0	0
637176529503287132	500	500	1	1	1000	549	0	1	1	0	1	0
637176529513287704	500	500	1	1	1000	50	0	1	0	1	0	0
637176529523318277	500	53	0	1	1000	0	0	0	0	0	0	0
637176529533298848	500	500	1	1	1000	551	0	1	1	1	1	0
637176529543319421	500	500	1	1	1000	54	0	1	0	1	1	0
637176529553289992	500	50	0	1	1000	0	0	0	0	0	0	0
637176529563290564	500	500	1	1	1000	549	0	1	1	0	1	0
637176529573301136	500	500	1	1	1000	52	0	1	0	0	1	0
637176529583291708	500	50	0	1	1000	0	0	0	0	0	0	0
637176529593322281	500	500	1	1	1000	554	0	1	0	1	0	1
637176529603292852	500	500	1	1	1000	51	0	1	1	1	0	0
637176529613313425	500	54	0	1	1000	0	0	0	0	0	0	0
637176529623303996	500	500	1	1	1000	552	0	1	0	0	0	1
637176529633344571	500	500	1	1	1000	55	0	1	1	1	1	0
637176529643375144	500	59	0	1	1000	0	0	0	0	0	0	0
637176529653405718	500	500	1	1	1000	561	0	1	1	0	0	0
637176529663376288	500	500	1	1	1000	60	0	1	0	0	1	1
637176529673416863	500	59	0	1	1000	0	0	0	0	0	0	0
637176529683387433	500	500	1	1	1000	561	0	1	1	0	0	0
637176529693378004	500	500	1	1	1000	59	0	1	1	1	0	1
637176529703398577	500	61	0	1	1000	0	0	0	0	0	0	0
637176529713389149	500	500	1	1	1000	560	0	1	0	0	0	0
637176529723419723	500	500	1	1	1000	63	0	1	1	1	1	1
637176529733400293	500	62	0	1	1000	0	0	0	0	0	0	0
637176529743380864	500	500	1	1	1000	560	0	1	0	0	0	0
637176529753401437	500	500	1	1	1000	63	0	1	1	1	1	1
637176529763372008	500	59	0	1	1000	0	0	0	0	0	0	0
637176529773382580	500	500	1	1	1000	561	0	1	1	0	0	0
637176529783433155	500	500	1	1	1000	65	0	1	1	0	0	0
637176529793393725	500	63	0	1	1000	0	0	0	0	0	0	0
637176529803434299	500	500	1	1	1000	566	0	1	0	1	1	0
637176529813424871	500	500	1	1	1000	65	0	1	1	0	0	0
637176529823405441	500	64	0	1	1000	0	0	0	0	0	0	0
637176529833406013	500	500	1	1	1000	563	0	1	1	1	0	0
637176529843406585	500	500	1	1	1000	65	0	1	1	0	0	0
637176529853397157	500	63	0	1	1000	0	0	0	0	0	0	0
637176529863437731	500	500	1	1	1000	567	0	1	1	1	1	0
637176529873408301	500	500	1	1	1000	65	0	1	1	0	0	0
637176529883428875	500	67	0	1	1000	0	0	0	0	0	0	0
637176529893399445	500	500	1	1	1000	564	0	1	0	0	1	0
637176529903430019	500	500	1	1	1000	67	0	1	1	1	0	0
637176529913400589	500	64	0	1	1000	0	0	0	0	0	0	0
637176529923431163	500	500	1	1	1000	567	0	1	1	1	1	0
637176529933401733	500	500	1	1	1000	65	0	1	1	0	0	0
637176529943432307	500	67	0	1	1000	0	0	0	0	0	0	0
637176529953422878	500	500	1	1	1000	564	0	1	0	0	1	0
637176529963433451	500	500	1	1	1000	68	0	1	0	0	1	0
637176529973424022	500	67	0	1	1000	0	0	0	0	0	0	0
637176529983444595	500	500	1	1	1000	570	0	1	0	1	0	1
637176529993415165	500	500	1	1	1000	67	0	1	1	1	0	0
637176530003455740	500	71	0	1	1000	0	0	0	0	0	0	0
637176530013436311	500	500	1	1	1000	568	0	1	0	0	0	1
637176530023446883	500	500	1	1	1000	71	0	1	1	1	1	0
637176530033417453	500	69	0	1	1000	0	0	0	0	0	0	0
637176530043438027	500	500	1	1	1000	572	0	1	0	0	1	1
637176530053428598	500	500	1	1	1000	70	0	1	0	1	1	0
637176530063439171	500	72	0	1	1000	0	0	0	0	0	0	0
637176530073429742	500	500	1	1	1000	570	0	1	0	1	0	1
637176530083450315	500	500	1	1	1000	73	0	1	1	0	0	1
637176530093440887	500	71	0	1	1000	0	0	0	0	0	0	0
637176530103481461	500	500	1	1	1000	575	0	1	1	1	1	1
637176530113502034	500	500	1	1	1000	77	0	1	1	0	1	1
637176530123482605	500	74	0	1	1000	0	0	0	0	0	0	0
637176530133503178	500	500	1	1	1000	577	0	1	1	0	0	0
637176530143473748	500	500	1	1	1000	75	0	1	1	1	0	1
637176530153514323	500	79	0	1	1000	0	0	0	0	0	0	0
637176530163484893	500	500	1	1	1000	577	0	1	1	0	0	0
637176530173485465	500	500	1	1	1000	75	0	1	1	1	0	1
637176530183516039	500	79	0	1	1000	0	0	0	0	0	0	0
637176530193486609	500	500	1	1	1000	577	0	1	1	0	0	0
637176530203507182	500	500	1	1	1000	79	0	1	1	1	1	1
637176530213477752	500	77	0	1	1000	0	0	0	0	0	0	0
637176530223528327	500	500	1	1	1000	581	0	1	1	0	1	0
637176530233508898	500	500	1	1	1000	80	0	1	0	0	0	0
637176530243499469	500	78	0	1	1000	0	0	0	0	0	0	0
637176530253520043	500	500	1	1	1000	581	0	1	1	0	1	0
637176530263500613	500	500	1	1	1000	79	0	1	1	1	1	1
637176530273491185	500	77	0	1	1000	0	0	0	0	0	0	0
637176530283481756	500	500	1	1	1000	578	0	1	0	1	0	0
637176530293532331	500	500	1	1	1000	82	0	1	0	1	0	0
637176530303542904	500	84	0	1	1000	0	0	0	0	0	0	0
637176530313573477	500	500	1	1	1000	588	0	1	0	0	1	1
637176530323564049	500	500	1	1	1000	87	0	1	1	1	1	0
637176530333544620	500	85	0	1	1000	0	0	0	0	0	0	0
637176530343565193	500	500	1	1	1000	588	0	1	0	0	1	1
637176530353595767	500	500	1	1	1000	91	0	1	1	1	0	1
637176530363556336	500	89	0	1	1000	0	0	0	0	0	0	0
637176530373586910	500	500	1	1	1000	591	0	1	1	1	1	1
637176530383547480	500	500	1	1	1000	87	0	1	1	1	1	0
637176530393588054	500	90	0	1	1000	0	0	0	0	0	0	0
637176530403608627	500	500	1	1	1000	593	0	1	1	0	0	0
637176530413599199	500	500	1	1	1000	91	0	1	1	1	0	1
637176530423569769	500	89	0	1	1000	0	0	0	0	0	0	0
637176530433610343	500	500	1	1	1000	593	0	1	1	0	0	0
637176530443570913	500	500	1	1	1000	90	0	1	0	1	0	1
637176530453611487	500	93	0	1	1000	0	0	0	0	0	0	0
637176530463592058	500	500	1	1	1000	592	0	1	0	0	0	0
637176530473572629	500	500	1	1	1000	90	0	1	0	1	0	1
637176530483603203	500	93	0	1	1000	0	0	0	0	0	0	0
637176530493583773	500	500	1	1	1000	591	0	1	1	1	1	1
637176530503614347	500	500	1	1	1000	94	0	1	0	1	1	1
637176530513574917	500	93	0	1	1000	0	0	0	0	0	0	0
637176530523605491	500	500	1	1	1000	595	0	1	1	1	0	0
637176530533636064	500	500	1	1	1000	97	0	1	1	0	0	0
637176530543606635	500	95	0	1	1000	0	0	0	0	0	0	0
637176530553597206	500	500	1	1	1000	594	0	1	0	1	0	0
637176530563627780	500	500	1	1	1000	97	0	1	1	0	0	0
637176530573598350	500	95	0	1	1000	0	0	0	0	0	0	0
637176530583638924	500	500	1	1	1000	598	0	1	0	1	1	0
637176530593609495	500	500	1	1	1000	96	0	1	0	0	0	0
637176530603640068	500	99	0	1	1000	0	0	0	0	0	0	0
637176530613630640	500	500	1	1	1000	598	0	1	0	1	1	0
637176530623621211	500	500	1	1	1000	98	0	1	0	1	0	0
637176530633671786	500	100	0	1	1000	0	0	0	0	0	0	0
637176530643632356	500	500	1	1	1000	598	0	1	0	1	1	0
637176530653642928	500	500	1	1	1000	101	0	1	1	0	1	0
637176530663633500	500	99	0	1	1000	0	0	0	0	0	0	0
637176530673664073	500	500	1	1	1000	602	0	1	0	1	0	1
637176530683664645	500	500	1	1	1000	101	0	1	1	0	1	0
637176530693675218	500	99	0	1	1000	0	0	0	0	0	0	0
637176530703645788	500	500	1	1	1000	601	0	1	1	0	0	1
637176530713676362	500	500	1	1	1000	104	0	1	0	0	0	1
637176530723656933	500	102	0	1	1000	0	0	0	0	0	0	0
637176530733647504	500	500	1	1	1000	601	0	1	1	0	0	1
637176530743628075	500	500	1	1	1000	100	0	1	0	0	1	0
637176530753668649	500	103	0	1	1000	0	0	0	0	0	0	0
637176530763679222	500	500	1	1	1000	602	0	1	0	1	0	1
637176530773629791	500	500	1	1	1000	100	0	1	0	0	1	0
637176530783670365	500	104	0	1	1000	0	0	0	0	0	0	0
637176530793640936	500	500	1	1	1000	601	0	1	1	0	0	1
637176530803681510	500	500	1	1	1000	104	0	1	0	0	0	1
637176530813652080	500	103	0	1	1000	0	0	0	0	0	0	0
637176530823692655	500	500	1	1	1000	606	0	1	0	1	1	1
637176530833663225	500	500	1	1	1000	103	0	1	1	1	1	0
637176530843683798	500	105	0	1	1000	0	0	0	0	0	0	0
637176530853664369	500	500	1	1	1000	603	0	1	1	1	0	1
637176530863674941	500	500	1	1	1000	105	0	1	1	0	0	1
637176530873665513	500	104	0	1	1000	0	0	0	0	0	0	0
637176530883686086	500	500	1	1	1000	606	0	1	0	1	1	1
637176530893666657	500	500	1	1	1000	104	0	1	0	0	0	1
637176530903687230	500	106	0	1	1000	0	0	0	0	0	0	0
637176530913667801	500	500	1	1	1000	605	0	1	1	0	1	1
637176530923658372	500	500	1	1	1000	103	0	1	1	1	1	0
637176530933678945	500	106	0	1	1000	0	0	0	0	0	0	0
637176530943669517	500	500	1	1	1000	604	0	1	0	0	1	1
637176530953650088	500	500	1	1	1000	103	0	1	1	1	1	0
637176530963680661	500	105	0	1	1000	0	0	0	0	0	0	0
637176530973651232	500	500	1	1	1000	603	0	1	1	1	0	1
637176530983681805	500	500	1	1	1000	106	0	1	0	1	0	1
637176530993652376	500	103	0	1	1000	0	0	0	0	0	0	0
637176531003682949	500	500	1	1	1000	607	0	1	1	1	1	1
637176531013673521	500	500	1	1	1000	104	0	1	0	0	0	1
637176531023694094	500	107	0	1	1000	0	0	0	0	0	0	0
637176531033674665	500	500	1	1	1000	604	0	1	0	0	1	1
637176531043695238	500	500	1	1	1000	107	0	1	1	1	0	1
637176531053685809	500	106	0	1	1000	0	0	0	0	0	0	0
637176531063706383	500	500	1	1	1000	608	0	1	0	0	0	0
637176531073666952	500	500	1	1	1000	105	0	1	1	0	0	1
637176531083697526	500	107	0	1	1000	0	0	0	0	0	0	0
637176531093688097	500	500	1	1	1000	606	0	1	0	1	1	1
637176531103668668	500	500	1	1	1000	104	0	1	0	0	0	1
637176531113689241	500	107	0	1	1000	0	0	0	0	0	0	0
637176531123669812	500	500	1	1	1000	605	0	1	1	0	1	1
637176531133710387	500	500	1	1	1000	108	0	1	0	0	1	1
637176531143690957	500	106	0	1	1000	0	0	0	0	0	0	0
637176531153711531	500	500	1	1	1000	609	0	1	1	0	0	0
637176531163692101	500	500	1	1	1000	107	0	1	1	1	0	1
637176531173692673	500	106	0	1	1000	0	0	0	0	0	0	0
637176531183723247	500	500	1	1	1000	606	0	1	1	1	0	0
637176531193703818	500	500	1	1	1000	109	0	1	1	0	1	1
637176531203694389	500	106	0	1	1000	0	0	0	0	0	0	0
637176531213714963	500	500	1	1	1000	609	0	1	1	0	0	0
637176531223685533	500	500	1	1	1000	107	0	1	1	1	0	1
637176531233716107	500	110	0	1	1000	0	0	0	0	0	0	0
637176531243706678	500	500	1	1	1000	608	0	1	0	0	0	0
637176531253727251	500	500	1	1	1000	111	0	1	1	1	1	1
637176531263717823	500	110	0	1	1000	0	0	0	0	0	0	0
637176531273708394	500	500	1	1	1000	609	0	1	1	0	0	0
637176531283738968	500	500	1	1	1000	112	0	1	0	0	0	0
637176531293699537	500	109	0	1	1000	0	0	0	0	0	0	0
637176531303740112	500	500	1	1	1000	613	0	1	1	0	1	0
637176531313720683	500	500	1	1	1000	111	0	1	1	1	1	1
637176531323741256	500	113	0	1	1000	0	0	0	0	0	0	0
637176531333751828	500	500	1	1	1000	615	0	1	1	1	1	0
637176531343732399	500	500	1	1	1000	112	0	1	0	0	0	0
637176531353712970	500	110	0	1	1000	0	0	0	0	0	0	0
637176531363753544	500	500	1	1	1000	614	0	1	0	1	1	0
637176531373724115	500	500	1	1	1000	112	0	1	0	0	0	0
637176531383704685	500	110	0	1	1000	0	0	0	0	0	0	0
637176531393745260	500	500	1	1	1000	614	0	1	0	1	1	0
637176531403715830	500	500	1	1	1000	111	0	1	1	1	1	1
637176531413706401	500	110	0	1	1000	0	0	0	0	0	0	0
637176531423736975	500	500	1	1	1000	612	0	1	0	0	1	0
637176531433717546	500	500	1	1	1000	111	0	1	1	1	1	1
637176531443748120	500	114	0	1	1000	0	0	0	0	0	0	0
637176531453778694	500	500	1	1	1000	616	0	1	0	0	0	1
637176531463769265	500	500	1	1	1000	116	0	1	0	0	1	0
637176531473789838	500	119	0	1	1000	0	0	0	0	0	0	0
637176531483760408	500	500	1	1	1000	616	0	1	0	0	0	1
637176531493790982	500	500	1	1	1000	118	0	1	0	1	1	0
637176531503761552	500	116	0	1	1000	0	0	0	0	0	0	0
637176531513752124	500	500	1	1	1000	615	0	1	1	1	1	0
637176531523772697	500	500	1	1	1000	117	0	1	1	0	1	0
637176531533793270	500	120	0	1	1000	0	0	0	0	0	0	0
637176531543753840	500	500	1	1	1000	616	0	1	0	0	0	1
637176531553754412	500	500	1	1	1000	115	0	1	1	1	0	0
637176531563784986	500	118	0	1	1000	0	0	0	0	0	0	0
637176531573765556	500	500	1	1	1000	617	0	1	1	0	0	1
637176531583796130	500	500	1	1	1000	120	0	1	0	0	0	1
637176531593786702	500	119	0	1	1000	0	0	0	0	0	0	0
637176531603767272	500	500	1	1	1000	617	0	1	1	0	0	1
637176531613797846	500	500	1	1	1000	120	0	1	0	0	0	1
637176531623808419	500	117	0	1	1000	0	0	0	0	0	0	0
637176531633788990	500	500	1	1	1000	619	0	1	1	1	0	1
637176531643869566	500	500	1	1	1000	117	0	1	1	0	1	0
637176531653810135	500	121	0	1	1000	0	0	0	0	0	0	0
637176531663790706	500	500	1	1	1000	619	0	1	1	1	0	1
637176531673811279	500	500	1	1	1000	122	0	1	0	1	0	1
637176531683831852	500	120	0	1	1000	0	0	0	0	0	0	0
637176531693822423	500	500	1	1	1000	617	0	1	0	1	1	1
637176531703802994	500	500	1	1	1000	120	0	1	0	0	0	1
637176531713773564	500	118	0	1	1000	0	0	0	0	0	0	0
637176531723814139	500	500	1	1	1000	622	0	1	0	1	1	1
637176531733794710	500	500	1	1	1000	120	0	1	0	0	0	1
637176531743825283	500	122	0	1	1000	0	0	0	0	0	0	0
637176531753785853	500	500	1	1	1000	619	0	1	1	1	0	1
637176531763776424	500	500	1	1	1000	118	0	1	0	1	1	0
637176531773816999	500	122	0	1	1000	0	0	0	0	0	0	0
637176531783787569	500	500	1	1	1000	619	0	1	1	1	0	1
637176531793818143	500	500	1	1	1000	118	0	1	1	1	0	1
637176531803808714	500	121	0	1	1000	0	0	0	0	0	0	0
637176531813789285	500	500	1	1	1000	619	0	1	1	1	0	1
637176531823779856	500	500	1	1	1000	118	0	1	0	1	1	0
637176531833810430	500	121	0	1	1000	0	0	0	0	0	0	0
637176531843801002	500	500	1	1	1000	620	0	1	0	0	1	1
637176531853821575	500	500	1	1	1000	124	0	1	0	0	1	1
637176531863832147	500	124	0	1	1000	0	0	0	0	0	0	0
637176531873792717	500	500	1	1	1000	622	0	1	0	1	1	1
637176531883813290	500	500	1	1	1000	125	0	1	1	0	1	1
637176531893783860	500	122	0	1	1000	0	0	0	0	0	0	0
637176531903814434	500	500	1	1	1000	624	0	1	0	0	0	0
637176531913795005	500	500	1	1	1000	121	0	1	1	0	0	1
637176531923825579	500	125	0	1	1000	0	0	0	0	0	0	0
637176531933786148	500	500	1	1	1000	622	0	1	0	1	1	1
637176531943826723	500	500	1	1	1000	125	0	1	1	0	1	1
637176531953797293	500	124	0	1	1000	0	0	0	0	0	0	0
637176531963817866	500	500	1	1	1000	626	0	1	0	1	0	0
637176531973818438	500	500	1	1	1000	125	0	1	1	0	1	1
637176531983839011	500	128	0	1	1000	0	0	0	0	0	0	0
637176531993819582	500	500	1	1	1000	625	0	1	1	0	0	0
637176532003840155	500	500	1	1	1000	127	0	1	1	1	1	1
637176532013820726	500	126	0	1	1000	0	0	0	0	0	0	0
637176532023841299	500	500	1	1	1000	628	0	1	0	0	1	0
637176532033821870	500	500	1	1	1000	126	0	1	0	1	1	1
637176532043802441	500	125	0	1	1000	0	0	0	0	0	0	0
637176532053833015	500	500	1	1	1000	628	0	1	0	0	1	0
637176532063823586	500	500	1	1	1000	127	0	1	1	1	1	1
637176532073794156	500	124	0	1	1000	0	0	0	0	0	0	0
637176532083824730	500	500	1	1	1000	627	0	1	1	1	0	0
637176532093805301	500	500	1	1	1000	125	0	1	1	0	1	1
637176532103835875	500	128	0	1	1000	0	0	0	0	0	0	0
637176532113816446	500	500	1	1	1000	626	0	1	0	1	0	0
637176532123817018	500	500	1	1	1000	125	0	1	1	0	1	1
637176532133797588	500	124	0	1	1000	0	0	0	0	0	0	0
637176532143818162	500	500	1	1	1000	625	0	1	1	0	0	0
637176532153838735	500	500	1	1	1000	124	0	1	0	0	1	1
637176532163829306	500	128	0	1	1000	0	0	0	0	0	0	0
637176532173809877	500	500	1	1	1000	625	0	1	1	0	0	0
