Time	[EIP_STUDY]ARR_TIMER[0].PRE	[EIP_STUDY]ARR_TIMER[0].ACC	[EIP_STUDY]ARR_TIMER[0].DN	[EIP_STUDY]ARR_TIMER[0].EN	[EIP_STUDY]ARR_TIMER[1].PRE	[EIP_STUDY]ARR_TIMER[1].ACC	[EIP_STUDY]ARR_TIMER[1].DN	[EIP_STUDY]ARR_TIMER[1].EN	[EIP_STUDY]ARR_TIMER[1].ACC.0	[EIP_STUDY]ARR_TIMER[1].ACC.1	[EIP_STUDY]ARR_TIMER[1].ACC.2	[EIP_STUDY]ARR_TIMER[1].ACC.3
637176508825797839	500	134	0	1	1000	0	0	0	0	0	0	0
637176508835828413	500	500	1	1	1000	637	0	1	1	0	1	1
637176508845808984	500	500	1	1	1000	136	0	1	0	0	0	1
637176508855839552	500	139	0	1	1000	0	0	0	0	0	0	0
637176508865810122	500	500	1	1	1000	635	0	1	1	1	0	1
637176508875840696	500	500	1	1	1000	138	0	1	0	1	0	1
637176508885801266	500	135	0	1	1000	0	0	0	0	0	0	0
637176508895831823	500	500	1	1	1000	638	0	1	0	1	1	1
637176508905802393	500	500	1	1	1000	135	0	1	1	1	1	0
637176508915802965	500	134	0	1	1000	0	0	0	0	0	0	0
637176508925813527	500	500	1	1	1000	636	0	1	0	0	1	1
637176508935844100	500	500	1	1	1000	139	0	1	1	1	0	1
637176508945814659	500	136	0	1	1000	0	0	0	0	0	0	0
637176508955835233	500	500	1	1	1000	639	0	1	1	1	1	1
637176508965815792	500	500	1	1	1000	136	0	1	0	0	0	1
637176508975806364	500	135	0	1	1000	0	0	0	0	0	0	0
637176508985826937	500	500	1	1	1000	637	0	1	1	0	1	1
637176508995807497	500	500	1	1	1000	136	0	1	0	0	0	1
637176509005807829	500	135	0	1	1000	0	0	0	0	0	0	0
637176509015838402	500	500	1	1	1000	638	0	1	0	1	1	1
637176509025808973	500	500	1	1	1000	135	0	1	1	1	1	0
637176509035849536	500	135	0	1	1000	0	0	0	0	0	0	0
637176509045850097	500	500	1	1	1000	639	0	1	1	1	1	1
637176509055830667	500	500	1	1	1000	138	0	1	0	1	0	1
637176509065821239	500	137	0	1	1000	0	0	0	0	0	0	0
637176509075851801	500	500	1	1	1000	636	0	1	0	0	1	1
637176509085842228	500	500	1	1	1000	139	0	1	1	1	0	1
637176509095812798	500	137	0	1	1000	0	0	0	0	0	0	0
637176509105843372	500	500	1	1	1000	640	0	1	0	0	0	0
637176509115823937	500	500	1	1	1000	138	0	1	0	1	0	1
637176509125854511	500	141	0	1	1000	0	0	0	0	0	0	0
637176509135835082	500	500	1	1	1000	639	0	1	1	1	1	1
637176509145855655	500	500	1	1	1000	142	0	1	0	1	1	1
637176509155826225	500	139	0	1	1000	0	0	0	0	0	0	0
637176509165846798	500	500	1	1	1000	641	0	1	1	0	0	0
637176509175827358	500	500	1	1	1000	139	0	1	1	1	0	1
637176509185857932	500	142	0	1	1000	0	0	0	0	0	0	0
637176509195838502	500	500	1	1	1000	640	0	1	0	0	0	0
637176509205859064	500	500	1	1	1000	142	0	1	0	1	1	1
637176509215849636	500	141	0	1	1000	0	0	0	0	0	0	0
637176509225840207	500	500	1	1	1000	640	0	1	0	0	0	0
637176509235830779	500	500	1	1	1000	139	0	1	1	1	0	1
637176509245851352	500	141	0	1	1000	0	0	0	0	0	0	0
637176509255821922	500	500	1	1	1000	639	0	1	1	1	1	1
637176509265862496	500	500	1	1	1000	143	0	1	1	1	1	1
637176509275853068	500	141	0	1	1000	0	0	0	0	0	0	0
637176509285843639	500	500	1	1	1000	641	0	1	1	0	0	0
637176509295824210	500	500	1	1	1000	138	0	1	0	1	0	1
637176509305864773	500	143	0	1	1000	0	0	0	0	0	0	0
637176509315845344	500	500	1	1	1000	641	0	1	1	0	0	0
637176509325825915	500	500	1	1	1000	139	0	1	1	1	0	1
637176509335866473	500	143	0	1	1000	0	0	0	0	0	0	0
637176509345857044	500	500	1	1	1000	642	0	1	0	1	0	0
637176509355837615	500	500	1	1	1000	140	0	1	0	0	1	1
637176509365838176	500	140	0	1	1000	0	0	0	0	0	0	0
637176509375828747	500	500	1	1	1000	639	0	1	1	1	1	1
637176509385859321	500	500	1	1	1000	142	0	1	0	1	1	1
637176509395869893	500	140	0	1	1000	0	0	0	0	0	0	0
637176509405830463	500	500	1	1	1000	641	0	1	1	0	0	0
637176509415861037	500	500	1	1	1000	144	0	1	0	0	0	0
637176509425831607	500	141	0	1	1000	0	0	0	0	0	0	0
637176509435852180	500	500	1	1	1000	643	0	1	1	1	0	0
637176509445832751	500	500	1	1	1000	141	0	1	1	0	1	1
637176509455853324	500	143	0	1	1000	0	0	0	0	0	0	0
637176509465833895	500	500	1	1	1000	641	0	1	1	0	0	0
637176509475864469	500	500	1	1	1000	145	0	1	1	0	0	0
637176509485855040	500	144	0	1	1000	0	0	0	0	0	0	0
637176509495835611	500	500	1	1	1000	642	0	1	0	1	0	0
637176509505866185	500	500	1	1	1000	146	0	1	0	1	0	0
637176509515856739	500	145	0	1	1000	0	0	0	0	0	0	0
637176509525857311	500	500	1	1	1000	644	0	1	0	0	1	0
637176509535857839	500	500	1	1	1000	146	0	1	0	1	0	0
637176509545838410	500	144	0	1	1000	0	0	0	0	0	0	0
637176509555878984	500	500	1	1	1000	648	0	1	0	0	0	1
637176509565849538	500	500	1	1	1000	146	0	1	0	1	0	0
637176509575870111	500	149	0	1	1000	0	0	0	0	0	0	0
637176509585850682	500	500	1	1	1000	647	0	1	1	1	1	0
637176509595841253	500	500	1	1	1000	145	0	1	1	0	0	0
637176509605861820	500	147	0	1	1000	0	0	0	0	0	0	0
637176509615842391	500	500	1	1	1000	644	0	1	0	0	1	0
637176509625872965	500	500	1	1	1000	148	0	1	0	0	1	0
637176509635863525	500	147	0	1	1000	0	0	0	0	0	0	0
637176509645844096	500	500	1	1	1000	646	0	1	0	1	1	0
637176509655864669	500	500	1	1	1000	148	0	1	0	0	1	0
637176509665885237	500	149	0	1	1000	0	0	0	0	0	0	0
637176509675865808	500	500	1	1	1000	648	0	1	0	0	0	1
637176509685846379	500	500	1	1	1000	145	0	1	1	0	0	0
637176509695886953	500	150	0	1	1000	0	0	0	0	0	0	0
637176509705867524	500	500	1	1	1000	648	0	1	0	0	0	1
637176509715848095	500	500	1	1	1000	146	0	1	0	1	0	0
637176509725888641	500	150	0	1	1000	0	0	0	0	0	0	0
637176509735849211	500	500	1	1	1000	647	0	1	1	1	1	0
637176509745879784	500	500	1	1	1000	150	0	1	0	1	1	0
637176509755850355	500	148	0	1	1000	0	0	0	0	0	0	0
637176509765880928	500	500	1	1	1000	651	0	1	1	1	0	1
637176509775891501	500	500	1	1	1000	147	0	1	0	0	0	1
637176509785862060	500	149	0	1	1000	0	0	0	0	0	0	0
637176509795892634	500	500	1	1	1000	652	0	1	0	0	1	1
637176509805883205	500	500	1	1	1000	151	0	1	1	1	1	0
637176509815863759	500	149	0	1	1000	0	0	0	0	0	0	0
637176509825894333	500	500	1	1	1000	652	0	1	0	0	1	1
637176509835864903	500	500	1	1	1000	149	0	1	1	0	1	0
637176509845855464	500	148	0	1	1000	0	0	0	0	0	0	0
637176509855886037	500	500	1	1	1000	651	0	1	1	1	0	1
637176509865876609	500	500	1	1	1000	150	0	1	0	1	1	0
637176509875857180	500	148	0	1	1000	0	0	0	0	0	0	0
637176509885877742	500	500	1	1	1000	650	0	1	0	1	0	1
637176509895898315	500	500	1	1	1000	153	0	1	1	0	0	1
637176509905898887	500	153	0	1	1000	0	0	0	0	0	0	0
637176509915879458	500	500	1	1	1000	650	0	1	0	1	0	1
637176509925860028	500	500	1	1	1000	149	0	1	1	0	1	0
637176509935860600	500	148	0	1	1000	0	0	0	0	0	0	0
637176509945871162	500	500	1	1	1000	650	0	1	0	1	0	1
637176509955861733	500	500	1	1	1000	149	0	1	1	0	1	0
637176509965892307	500	152	0	1	1000	0	0	0	0	0	0	0
637176509975882878	500	500	1	1	1000	652	0	1	0	0	1	1
637176509985903452	500	500	1	1	1000	150	0	1	0	1	1	0
637176509995894023	500	153	0	1	1000	0	0	0	0	0	0	0
637176510005864593	500	500	1	1	1000	650	0	1	0	1	0	1
637176510015905168	500	500	1	1	1000	154	0	1	0	1	0	1
637176510025875738	500	151	0	1	1000	0	0	0	0	0	0	0
637176510035866309	500	500	1	1	1000	650	0	1	0	1	0	1
637176510045886866	500	500	1	1	1000	153	0	1	1	0	0	1
637176510055907439	500	150	0	1	1000	0	0	0	0	0	0	0
637176510065888010	500	500	1	1	1000	653	0	1	1	0	1	1
637176510075878570	500	500	1	1	1000	152	0	1	0	0	0	1
637176510085909144	500	155	0	1	1000	0	0	0	0	0	0	0
637176510095899715	500	500	1	1	1000	654	0	1	0	1	1	1
637176510105870285	500	500	1	1	1000	151	0	1	1	1	1	0
637176510115900859	500	155	0	1	1000	0	0	0	0	0	0	0
637176510125891431	500	500	1	1	1000	653	0	1	1	0	1	1
637176510135872001	500	500	1	1	1000	151	0	1	1	1	1	0
637176510145912576	500	151	0	1	1000	0	0	0	0	0	0	0
637176510155903130	500	500	1	1	1000	655	0	1	1	1	1	1
637176510165873349	500	500	1	1	1000	151	0	1	1	1	1	0
637176510175913923	500	155	0	1	1000	0	0	0	0	0	0	0
637176510185894483	500	500	1	1	1000	654	0	1	0	1	1	1
637176510195915056	500	500	1	1	1000	155	0	1	1	1	0	1
637176510205895627	500	154	0	1	1000	0	0	0	0	0	0	0
637176510215876198	500	500	1	1	1000	652	0	1	0	0	1	1
637176510225926678	500	500	1	1	1000	160	0	1	0	0	0	0
637176510235996886	500	164	0	1	1000	0	0	0	0	0	0	0
637176510245967456	500	500	1	1	1000	662	0	1	0	1	1	0
637176510255988029	500	500	1	1	1000	163	0	1	1	1	0	0
637176510265968600	500	161	0	1	1000	0	0	0	0	0	0	0
637176510275969172	500	500	1	1	1000	661	0	1	1	0	1	0
637176510285999746	500	500	1	1	1000	164	0	1	0	0	1	0
637176510295990306	500	163	0	1	1000	0	0	0	0	0	0	0
637176510305960876	500	500	1	1	1000	661	0	1	1	0	1	0
637176510315991450	500	500	1	1	1000	164	0	1	0	0	1	0
637176510325971708	500	162	0	1	1000	0	0	0	0	0	0	0
637176510335962280	500	500	1	1	1000	660	0	1	0	0	1	0
637176510345972852	500	500	1	1	1000	163	0	1	1	1	0	0
637176510356003426	500	166	0	1	1000	0	0	0	0	0	0	0
637176510365993998	500	500	1	1	1000	665	0	1	1	0	0	1
637176510375984569	500	500	1	1	1000	164	0	1	0	0	1	0
637176510385965129	500	162	0	1	1000	0	0	0	0	0	0	0
637176510395985702	500	500	1	1	1000	664	0	1	0	0	0	1
637176510406016264	500	500	1	1	1000	167	0	1	1	1	1	0
637176510415986835	500	165	0	1	1000	0	0	0	0	0	0	0
637176510425967405	500	500	1	1	1000	662	0	1	0	1	1	0
637176510435987979	500	500	1	1	1000	165	0	1	1	0	1	0
637176510445968549	500	163	0	1	1000	0	0	0	0	0	0	0
637176510455999123	500	500	1	1	1000	666	0	1	0	1	0	1
637176510465989695	500	500	1	1	1000	165	0	1	1	0	1	0
637176510475990267	500	164	0	1	1000	0	0	0	0	0	0	0
637176510486020840	500	500	1	1	1000	668	0	1	0	0	1	1
637176510495991411	500	500	1	1	1000	165	0	1	1	0	1	0
637176510506011984	500	167	0	1	1000	0	0	0	0	0	0	0
637176510515992555	500	500	1	1	1000	665	0	1	1	0	0	1
637176510525983126	500	500	1	1	1000	164	0	1	0	0	1	0
637176510535983698	500	165	0	1	1000	0	0	0	0	0	0	0
637176510546014272	500	500	1	1	1000	668	0	1	0	0	1	1
637176510555994843	500	500	1	1	1000	166	0	1	0	1	1	0
637176510566005415	500	168	0	1	1000	0	0	0	0	0	0	0
637176510575985986	500	500	1	1	1000	666	0	1	0	1	0	1
637176510586036561	500	500	1	1	1000	173	0	1	1	0	1	1
637176510596017132	500	171	0	1	1000	0	0	0	0	0	0	0
637176510606057706	500	500	1	1	1000	675	0	1	1	1	0	0
637176510616038277	500	500	1	1	1000	173	0	1	1	0	1	1
637176510626078851	500	177	0	1	1000	0	0	0	0	0	0	0
637176510636039421	500	500	1	1	1000	674	0	1	0	1	0	0
637176510646039993	500	500	1	1	1000	173	0	1	1	0	1	1
637176510656070567	500	177	0	1	1000	0	0	0	0	0	0	0
637176510666051137	500	500	1	1	1000	674	0	1	0	1	0	0
637176510676081711	500	500	1	1	1000	177	0	1	1	0	0	0
637176510686052281	500	174	0	1	1000	0	0	0	0	0	0	0
637176510696082855	500	500	1	1	1000	678	0	1	0	1	1	0
637176510706073427	500	500	1	1	1000	177	0	1	1	0	0	0
637176510716063998	500	176	0	1	1000	0	0	0	0	0	0	0
637176510726084571	500	500	1	1	1000	678	0	1	0	1	1	0
637176510736065142	500	500	1	1	1000	176	0	1	0	0	0	0
637176510746105716	500	180	0	1	1000	0	0	0	0	0	0	0
637176510756086287	500	500	1	1	1000	678	0	1	0	1	1	0
637176510766066858	500	500	1	1	1000	176	0	1	0	0	0	0
637176510776097432	500	179	0	1	1000	0	0	0	0	0	0	0
637176510786068002	500	500	1	1	1000	677	0	1	1	0	1	0
637176510796068574	500	500	1	1	1000	176	0	1	0	0	0	0
637176510806089147	500	179	0	1	1000	0	0	0	0	0	0	0
637176510816069718	500	500	1	1	1000	676	0	1	0	0	1	0
637176510826110292	500	500	1	1	1000	181	0	1	1	0	1	0
637176510836070862	500	178	0	1	1000	0	0	0	0	0	0	0
637176510846101436	500	500	1	1	1000	681	0	1	1	0	0	1
637176510856092007	500	500	1	1	1000	180	0	1	0	0	1	0
637176510866182584	500	181	0	1	1000	0	0	0	0	0	0	0
637176510876073150	500	500	1	1	1000	679	0	1	1	1	1	0
637176510886093723	500	500	1	1	1000	183	0	1	1	1	1	0
637176510896074294	500	180	0	1	1000	0	0	0	0	0	0	0
637176510906114868	500	500	1	1	1000	684	0	1	0	0	1	1
637176510916085439	500	500	1	1	1000	181	0	1	1	0	1	0
637176510926076010	500	180	0	1	1000	0	0	0	0	0	0	0
637176510936106584	500	500	1	1	1000	683	0	1	1	1	0	1
637176510946077154	500	500	1	1	1000	181	0	1	1	0	1	0
637176510956107728	500	184	0	1	1000	0	0	0	0	0	0	0
637176510966078298	500	500	1	1	1000	681	0	1	1	0	0	1
637176510976128873	500	500	1	1	1000	181	0	1	0	1	0	1
637176510986089443	500	182	0	1	1000	0	0	0	0	0	0	0
637176510996120016	500	500	1	1	1000	685	0	1	1	0	1	1
637176511006110588	500	500	1	1	1000	184	0	1	0	0	0	1
637176511016081158	500	181	0	1	1000	0	0	0	0	0	0	0
637176511026111732	500	500	1	1	1000	684	0	1	0	0	1	1
637176511036102303	500	500	1	1	1000	183	0	1	1	1	1	0
637176511046122876	500	185	0	1	1000	0	0	0	0	0	0	0
637176511056093447	500	500	1	1	1000	683	0	1	1	1	0	1
637176511066124020	500	500	1	1	1000	186	0	1	0	1	0	1
637176511076084579	500	183	0	1	1000	0	0	0	0	0	0	0
637176511086125153	500	500	1	1	1000	686	0	1	0	1	1	1
637176511096095668	500	500	1	1	1000	184	0	1	0	0	0	1
637176511106126241	500	183	0	1	1000	0	0	0	0	0	0	0
637176511116106812	500	500	1	1	1000	685	0	1	1	0	1	1
637176511126087383	500	500	1	1	1000	183	0	1	1	1	1	0
637176511136107939	500	185	0	1	1000	0	0	0	0	0	0	0
637176511146148279	500	500	1	1	1000	697	0	1	1	0	0	1
637176511156168786	500	500	1	1	1000	197	0	1	1	0	1	0
637176511166239055	500	199	0	1	1000	0	0	0	0	0	0	0
637176511176209625	500	500	1	1	1000	697	0	1	1	0	0	1
637176511186240188	500	500	1	1	1000	200	0	1	0	0	0	1
637176511196240748	500	199	0	1	1000	0	0	0	0	0	0	0
637176511206241320	500	500	1	1	1000	700	0	1	0	0	1	1
637176511216241892	500	500	1	1	1000	198	0	1	0	1	1	0
637176511226212463	500	197	0	1	1000	0	0	0	0	0	0	0
637176511236243036	500	500	1	1	1000	700	0	1	0	0	1	1
637176511246223607	500	500	1	1	1000	198	0	1	0	1	1	0
637176511256204178	500	196	0	1	1000	0	0	0	0	0	0	0
637176511266244752	500	500	1	1	1000	700	0	1	0	0	1	1
637176511276215323	500	500	1	1	1000	197	0	1	1	0	1	0
637176511286245896	500	201	0	1	1000	0	0	0	0	0	0	0
637176511296206466	500	500	1	1	1000	697	0	1	1	0	0	1
637176511306247040	500	500	1	1	1000	201	0	1	1	0	0	1
637176511316227611	500	198	0	1	1000	0	0	0	0	0	0	0
637176511326248184	500	500	1	1	1000	701	0	1	1	0	1	1
637176511336328761	500	500	1	1	1000	209	0	1	1	0	0	0
637176511346369335	500	212	0	1	1000	0	0	0	0	0	0	0
637176511356329905	500	500	1	1	1000	709	0	1	1	0	1	0
637176511366360479	500	500	1	1	1000	212	0	1	0	0	1	0
637176511376411054	500	217	0	1	1000	0	0	0	0	0	0	0
637176511386381624	500	500	1	1	1000	714	0	1	0	1	0	1
637176511396412198	500	500	1	1	1000	217	0	1	1	0	0	1
637176511406412770	500	217	0	1	1000	0	0	0	0	0	0	0
637176511416383340	500	500	1	1	1000	714	0	1	0	1	0	1
637176511426413914	500	500	1	1	1000	218	0	1	0	1	0	1
637176511436384484	500	214	0	1	1000	0	0	0	0	0	0	0
637176511446405051	500	500	1	1	1000	717	0	1	1	0	1	1
637176511456395623	500	500	1	1	1000	216	0	1	0	0	0	1
637176511466456198	500	218	0	1	1000	0	0	0	0	0	0	0
637176511476386755	500	500	1	1	1000	715	0	1	1	1	0	1
637176511486417329	500	500	1	1	1000	217	0	1	1	0	0	1
637176511496387899	500	215	0	1	1000	0	0	0	0	0	0	0
637176511506418473	500	500	1	1	1000	718	0	1	0	1	1	1
637176511516409033	500	500	1	1	1000	217	0	1	1	0	0	1
637176511526389604	500	216	0	1	1000	0	0	0	0	0	0	0
637176511536430178	500	500	1	1	1000	719	0	1	1	1	1	1
637176511546390748	500	500	1	1	1000	216	0	1	0	0	0	1
637176511556431322	500	219	0	1	1000	0	0	0	0	0	0	0
637176511566411893	500	500	1	1	1000	718	0	1	0	1	1	1
637176511576392464	500	500	1	1	1000	215	0	1	1	1	1	0
637176511586413037	500	218	0	1	1000	0	0	0	0	0	0	0
637176511596393608	500	500	1	1	1000	716	0	1	0	0	1	1
637176511606394169	500	500	1	1	1000	215	0	1	1	1	1	0
637176511616414742	500	219	0	1	1000	0	0	0	0	0	0	0
637176511626395313	500	500	1	1	1000	717	0	1	1	0	1	1
637176511636405885	500	500	1	1	1000	218	0	1	0	1	0	1
637176511646426453	500	220	0	1	1000	0	0	0	0	0	0	0
637176511656407024	500	500	1	1	1000	718	0	1	0	1	1	1
637176511666437597	500	500	1	1	1000	221	0	1	1	0	1	1
637176511676418168	500	219	0	1	1000	0	0	0	0	0	0	0
637176511686398722	500	500	1	1	1000	717	0	1	1	0	1	1
637176511696409284	500	500	1	1	1000	219	0	1	1	1	0	1
637176511706439858	500	222	0	1	1000	0	0	0	0	0	0	0
637176511716420423	500	500	1	1	1000	719	0	1	1	1	1	1
637176511726440996	500	500	1	1	1000	222	0	1	0	1	1	1
637176511736441568	500	222	0	1	1000	0	0	0	0	0	0	0
637176511746412127	500	500	1	1	1000	719	0	1	1	1	1	1
637176511756402699	500	500	1	1	1000	218	0	1	0	1	0	1
